server03,eu-west-1,1718877821567,3
server03,us-east-1,1718878688399,1
server02,us-east-1,1718878712481,7
server01,eu-central-1,1718878840342,1
server02,eu-west-1,1718878856380,5
server03,us-east-1,1718878864401,3
server03,eu-west-1,1718878904511,9
server01,us-west-2,1718878912530,8
server03,us-east-1,1718878936592,8
server02,eu-central-1,1718880249478,3
server03,eu-central-1,1718880257497,1
server01,us-west-2,1718880289578,8
server04,eu-central-1,1718880313638,2
server03,eu-west-1,1718880329679,3
server03,us-east-1,1718880899664,9
server04,us-east-1,1718880907683,3
server02,us-east-1,1718880955805,5
server04,eu-central-1,1718880971848,4
server01,us-west-2,1718880979863,0
server02,eu-west-1,1718881019963,2
server04,eu-west-1,1718881044022,4
server04,us-east-1,1718881060064,7
server01,eu-central-1,1718881181008,3
server03,us-east-1,1718881213088,6
server02,us-west-2,1718881221105,5
server04,us-west-2,1718881229130,0
server02,eu-central-1,1718881253186,4
server01,us-west-2,1718881269235,5
server03,eu-west-1,1718881309339,0
server02,eu-central-1,1718881349438,5
server01,us-east-1,1718881357459,1
server04,us-east-1,1718881365489,2
server02,eu-central-1,1718881389550,3
server02,eu-west-1,1718881437669,2
server04,eu-central-1,1718881453708,2
server02,eu-west-1,1718881469750,8
server01,us-west-2,1718881485789,6
server02,eu-central-1,1718881493809,6
server04,eu-central-1,1718881501830,0
server04,eu-west-1,1718881525890,2
server02,eu-west-1,1718881533908,1
server04,us-west-2,1718881541929,2
server03,us-west-2,1718881549949,8
server03,us-west-2,1718881590050,9
server01,eu-west-1,1718881646189,5
server03,us-east-1,1718881662230,7
server01,us-east-1,1718881710352,0
server01,us-east-1,1718881726392,6
server01,eu-central-1,1718881766490,2
server02,us-west-2,1718881774514,8
server01,eu-central-1,1718881886792,8
server01,eu-central-1,1718881910853,4
server02,eu-central-1,1718881966993,5
server01,eu-west-1,1718881991053,0
server04,eu-west-1,1718882055214,4
server03,us-west-2,1718882063235,8
server04,us-west-2,1718882071255,2
server02,eu-central-1,1718882135416,2
server04,us-east-1,1718882151455,0
server04,eu-west-1,1718882239677,8
server03,us-west-2,1718882271755,1
server04,us-east-1,1718882295819,1
server02,eu-central-1,1718882303835,1
server02,us-west-2,1718882359978,3
server02,eu-west-1,1718882400079,6
server03,us-east-1,1718882448196,8
